CustomerID,recency,frequency,monetary,r_score,f_score,m_score,segment
13132,261,1,77.3,1,1,1,Lost
13133,273,2,109.8,1,1,1,Lost
13134,85,4,1793.58,2,3,4,At Risk
13135,196,1,3096.0,1,1,5,Lost
13136,55,5,2607.61,3,3,5,Loyal Customer
13137,10,8,3603.29,5,4,5,Champion
13138,21,6,962.39,4,3,4,Loyal Customer
13139,15,7,5064.94,4,4,5,Champion
13140,107,3,422.47,2,2,2,Lost
13141,84,5,2388.75,2,3,5,At Risk
13142,18,1,307.09,4,1,2,New Customer
13144,332,1,110.95,1,1,1,Lost
13145,39,4,618.52,3,3,3,Loyal Customer
13146,25,1,228.91,4,1,1,New Customer
13147,9,4,712.8000000000001,5,3,3,Loyal Customer
13148,28,12,3683.26,4,4,5,Champion
13149,13,4,1676.06,4,3,4,Loyal Customer
13151,295,1,1257.8700000000001,1,1,4,Lost
13153,5,1,486.22,5,1,2,New Customer
13155,32,4,971.76,4,3,4,Loyal Customer
13157,48,4,1741.22,3,3,4,Loyal Customer
13158,94,4,1201.06,2,3,4,At Risk
13159,8,4,1429.35,5,3,4,Loyal Customer
13160,21,1,91.8,4,1,1,New Customer
13161,312,1,112.75,1,1,1,Lost
13162,121,4,1688.29,2,3,4,At Risk
13165,45,2,1021.48,3,1,4,Potential Loyalist
13166,282,1,417.2,1,1,2,Lost
13167,18,4,791.33,4,3,3,Loyal Customer
13168,35,4,1299.59,3,3,4,Loyal Customer
13169,63,2,712.88,3,1,3,Potential Loyalist
13170,26,1,108.81,4,1,1,New Customer
13171,21,3,468.41,4,2,2,New Customer
13173,3,2,353.65,5,1,2,New Customer
13174,15,3,2742.82,4,2,5,New Customer
13176,45,1,481.49,3,1,2,Potential Loyalist
13177,64,1,282.45,3,1,2,Potential Loyalist
13178,25,11,5725.47,4,4,5,Champion
13182,44,1,121.18,3,1,1,Potential Loyalist
13183,7,9,3957.78,5,4,5,Champion
13184,14,10,1668.95,4,4,4,Champion
13185,267,1,71.4,1,1,1,Lost
13186,39,3,1575.89,3,2,4,Potential Loyalist
13187,336,1,236.02,1,1,1,Lost
13188,10,1,114.60000000000001,5,1,1,New Customer
13189,18,2,260.68,4,1,2,New Customer
13192,94,2,911.94,2,1,3,Lost
13193,60,1,112.08,3,1,1,Potential Loyalist
13194,135,1,60.7,2,1,1,Lost
13196,10,4,1797.78,5,3,4,Loyal Customer
13198,9,6,3401.2400000000002,5,3,5,Loyal Customer
13199,3,38,9817.12,5,4,5,Champion
13200,18,4,870.09,4,3,3,Loyal Customer
13203,9,4,869.46,5,3,3,Loyal Customer
13207,14,2,250.26000000000002,4,1,2,New Customer
13208,58,6,1217.65,3,3,4,Loyal Customer
13209,29,8,5891.61,4,4,5,Champion
13210,93,1,353.48,2,1,2,Lost
13211,9,3,1095.42,5,2,4,New Customer
13212,19,3,786.83,4,2,3,New Customer
13213,56,5,1520.58,3,3,4,Loyal Customer
13216,267,1,333.74,1,1,2,Lost
13217,121,3,533.98,2,2,3,Lost
13218,126,1,62.63999999999999,2,1,1,Lost
13220,77,4,819.2900000000001,2,3,3,At Risk
13221,239,2,847.41,1,1,3,Lost
13223,199,2,163.20000000000002,1,1,1,Lost
13224,59,2,2155.95,3,1,5,Potential Loyalist
13225,2,7,6463.84,5,4,5,Champion
13226,272,1,108.21000000000001,1,1,1,Lost
13227,201,1,257.7,1,1,2,Lost
13228,80,1,358.0,2,1,2,Lost
13229,225,1,160.95,1,1,1,Lost
13230,3,14,2755.63,5,4,5,Champion
13232,12,7,1328.35,5,4,4,Champion
13233,73,2,605.12,2,1,3,Lost
13235,211,1,1031.07,1,1,4,Lost
13236,24,2,744.85,4,1,3,New Customer
13238,16,4,700.73,4,3,3,Loyal Customer
13239,261,1,329.56,1,1,2,Lost
13240,95,4,663.65,2,3,3,At Risk
13242,111,3,270.40000000000003,2,2,2,Lost
13243,202,1,585.12,1,1,3,Lost
13244,92,1,121.74000000000001,2,1,1,Lost
13245,50,1,430.5,3,1,2,Potential Loyalist
13246,17,6,1961.52,4,3,4,Loyal Customer
13247,17,4,501.12,4,3,3,Loyal Customer
13248,124,2,465.68,2,1,2,Lost
13249,91,3,711.41,2,2,3,Lost
13253,156,2,1030.4,2,1,4,Lost
13255,8,2,399.51,5,1,2,New Customer
13258,11,3,672.83,5,2,3,New Customer
13259,61,1,283.18,3,1,2,Potential Loyalist
13260,60,1,557.62,3,1,3,Potential Loyalist
13261,268,2,944.1,1,1,4,Lost
13262,262,1,200.29,1,1,1,Lost
13263,0,35,7436.93,5,4,5,Champion
13265,52,5,2092.66,3,3,5,Loyal Customer
13266,10,12,3834.2599999999998,5,4,5,Champion
13267,2,19,4521.49,5,4,5,Champion
13268,17,11,3174.75,4,4,5,Champion
13269,0,15,5343.28,5,4,5,Champion
13270,365,1,590.0,1,1,3,Lost
13271,36,1,211.49,3,1,1,Potential Loyalist
13272,30,2,276.56,4,1,2,New Customer
13273,112,1,138.98,2,1,1,Lost
13276,63,2,590.9300000000001,3,1,3,Potential Loyalist
13277,15,4,258.4,4,3,2,Loyal Customer
13278,40,1,542.73,3,1,3,Potential Loyalist
13279,77,1,137.75,2,1,1,Lost
13280,121,3,798.46,2,2,3,Lost
13282,17,3,1132.14,4,2,4,New Customer
13283,59,2,93.66,3,1,1,Potential Loyalist
13284,330,1,201.19,1,1,1,Lost
13285,22,4,2709.12,4,3,5,Loyal Customer
13291,155,1,361.11,2,1,2,Lost
13292,38,2,578.9399999999999,3,1,3,Potential Loyalist
13294,189,2,873.74,1,1,3,Lost
13295,359,1,201.20000000000002,1,1,1,Lost
13296,136,1,87.4,2,1,1,Lost
13297,7,4,2089.85,5,3,5,Loyal Customer
13298,0,1,360.0,5,1,2,New Customer
13299,267,1,142.5,1,1,1,Lost
13300,168,1,371.89,2,1,2,Lost
13301,103,4,618.09,2,3,3,At Risk
13302,154,1,63.75,2,1,1,Lost
13304,350,1,300.42,1,1,2,Lost
13305,3,10,2000.86,5,4,4,Champion
13307,119,1,15.0,2,1,1,Lost
13308,22,3,1385.51,4,2,4,New Customer
13309,6,5,1456.79,5,3,4,Loyal Customer
13310,27,3,1132.03,4,2,4,New Customer
13311,3,2,598.57,5,1,3,New Customer
13313,21,5,1555.32,4,3,4,Loyal Customer
13314,1,3,775.94,5,2,3,New Customer
13316,36,4,5732.93,3,3,5,Loyal Customer
13317,65,6,2273.68,3,3,5,Loyal Customer
13318,0,3,640.76,5,2,3,New Customer
13319,4,26,10845.550000000001,5,4,5,Champion
13320,77,4,1532.2,2,3,4,At Risk
13321,71,2,567.36,3,1,3,Potential Loyalist
13322,16,1,199.48000000000002,4,1,1,New Customer
13323,2,5,787.85,5,3,3,Loyal Customer
13324,35,10,7121.95,3,4,5,Loyal Customer
13325,81,1,675.3,2,1,3,Lost
13327,38,8,3627.77,3,4,5,Loyal Customer
13328,315,1,1308.48,1,1,4,Lost
13329,31,2,789.0,4,1,3,New Customer
13330,92,3,1140.93,2,2,4,Lost
13332,13,1,350.9,4,1,2,New Customer
13334,81,3,3502.32,2,2,5,Lost
13336,76,1,795.12,2,1,3,Lost
13338,157,1,487.02,2,1,2,Lost
13339,200,1,860.12,1,1,3,Lost
13340,44,7,10736.48,3,4,5,Loyal Customer
13341,260,1,775.85,1,1,3,Lost
13343,177,1,353.43,2,1,2,Lost
13344,67,3,2511.69,3,2,5,Potential Loyalist
13345,287,1,389.5,1,1,2,Lost
13347,69,1,341.36,3,1,2,Potential Loyalist
13348,63,1,233.76,3,1,1,Potential Loyalist
13349,10,1,247.32,5,1,1,New Customer
13350,15,2,979.12,4,1,4,New Customer
13351,65,1,373.94,3,1,2,Potential Loyalist
13352,59,1,397.97999999999996,3,1,2,Potential Loyalist
13354,70,1,743.53,3,1,3,Potential Loyalist
13355,121,1,674.7,2,1,3,Lost
13356,79,1,768.24,2,1,3,Lost
13357,256,1,609.4,1,1,3,Lost
13358,268,1,439.03,1,1,2,Lost
13359,63,1,439.56,3,1,2,Potential Loyalist
13362,8,4,3090.7400000000002,5,3,5,Loyal Customer
13363,17,2,992.5,4,1,4,New Customer
13364,70,1,134.95999999999998,3,1,1,Potential Loyalist
13365,33,2,2225.37,3,1,5,Potential Loyalist
13366,49,1,56.160000000000004,3,1,1,Potential Loyalist
13368,256,2,623.4,1,1,3,Lost
13369,365,1,308.28000000000003,1,1,2,Lost
13370,371,1,754.87,1,1,3,Lost
13372,89,1,378.64,2,1,2,Lost
13373,60,3,3312.25,3,2,5,Potential Loyalist
13375,88,1,778.65,2,1,3,Lost
13376,98,3,1019.76,2,2,4,Lost
13379,25,3,572.56,4,2,3,New Customer
13381,31,6,3639.31,4,3,5,Loyal Customer
13382,280,1,222.99,1,1,1,Lost
13384,30,7,4151.93,4,4,5,Champion
13385,329,1,534.57,1,1,3,Lost
13388,130,2,677.1,2,1,3,Lost
13389,10,3,797.96,5,2,3,New Customer
13390,74,1,544.08,2,1,3,Lost
13391,203,1,59.8,1,1,1,Lost
13394,1,8,2520.02,5,4,5,Champion
13395,184,1,307.72,1,1,2,Lost
13396,28,2,1360.99,4,1,4,New Customer
13397,72,5,1544.13,2,3,4,At Risk
13398,191,1,457.34,1,1,2,Lost
13402,126,2,621.23,2,1,3,Lost
13403,17,1,75.0,4,1,1,New Customer
13404,0,2,252.49,5,1,2,New Customer
13405,73,3,572.451,2,2,3,Lost
13408,1,62,28117.04,5,4,5,Champion
13410,23,5,1003.06,4,3,4,Loyal Customer
13411,106,1,213.55,2,1,1,Lost
13414,133,3,1390.5,2,2,4,Lost
13416,43,2,712.5,3,1,3,Potential Loyalist
13417,4,2,640.83,5,1,3,New Customer
13418,11,18,6127.43,5,4,5,Champion
13419,63,1,221.06,3,1,1,Potential Loyalist
13420,149,2,159.85,2,1,1,Lost
13421,39,2,1833.71,3,1,4,Potential Loyalist
13422,63,1,2626.3,3,1,5,Potential Loyalist
13425,107,3,1624.21,2,2,4,Lost
13426,0,10,3641.32,5,4,5,Champion
13427,18,3,582.6,4,2,3,New Customer
13428,9,1,201.78,5,1,1,New Customer
13429,10,4,1006.8,5,3,4,Loyal Customer
13430,18,2,679.45,4,1,3,New Customer
13431,66,2,1269.1,3,1,4,Potential Loyalist
13434,73,2,534.24,2,1,3,Lost
13435,4,7,3809.8900000000003,5,4,5,Champion
13436,1,1,196.89,5,1,1,New Customer
13437,13,7,3408.06,4,4,5,Champion
13439,254,1,283.71,1,1,2,Lost
13441,91,1,296.64,2,1,2,Lost
13447,22,3,1129.14,4,2,4,New Customer
13448,16,6,3534.69,4,3,5,Loyal Customer
13449,23,1,291.88,4,1,2,New Customer
13450,26,6,2043.7199999999998,4,3,4,Loyal Customer
13451,25,5,2898.2599999999998,4,3,5,Loyal Customer
13452,258,2,590.0,1,1,3,Lost
13453,165,2,356.97999999999996,2,1,2,Lost
13455,24,2,1058.34,4,1,4,New Customer
13456,17,6,1766.72,4,3,4,Loyal Customer
13458,6,14,9646.57,5,4,5,Champion
13460,28,2,183.44,4,1,1,New Customer
13461,38,3,1445.0,3,2,4,Potential Loyalist
13462,252,1,151.5,1,1,1,Lost
13464,57,1,674.68,3,1,3,Potential Loyalist
13466,183,1,307.9,1,1,2,Lost
13467,10,2,1071.91,5,1,4,New Customer
13468,1,37,5704.97,5,4,5,Champion
13470,98,2,165.0,2,1,1,Lost
13471,0,4,2501.84,5,3,5,Loyal Customer
13473,60,2,422.64,3,1,2,Potential Loyalist
13474,235,1,226.84,1,1,1,Lost
13475,190,4,1431.78,1,3,4,At Risk
13476,178,2,1238.47,2,1,4,Lost
13477,37,6,1454.58,3,3,4,Loyal Customer
13479,200,2,300.95,1,1,2,Lost
13481,45,5,1804.56,3,3,4,Loyal Customer
13482,231,1,184.64,1,1,1,Lost
13483,65,1,140.34,3,1,1,Potential Loyalist
13484,240,1,313.8,1,1,2,Lost
13485,232,1,454.24,1,1,2,Lost
13486,77,3,1122.41,2,2,4,Lost
13487,57,3,575.4,3,2,3,Potential Loyalist
13488,16,13,8968.31,4,4,5,Champion
13489,104,4,449.52,2,3,2,At Risk
13491,51,10,1215.82,3,4,4,Loyal Customer
13492,135,3,1269.84,2,2,4,Lost
13493,274,2,618.63,1,1,3,Lost
13494,311,1,316.26000000000005,1,1,2,Lost
13495,7,5,2044.8700000000001,5,3,4,Loyal Customer
13496,10,2,653.33,5,1,3,New Customer
13497,282,2,348.05,1,1,2,Lost
13499,17,5,1159.11,4,3,4,Loyal Customer
13500,22,3,1166.77,4,2,4,New Customer
13501,287,1,1340.32,1,1,4,Lost
13502,16,3,292.0,4,2,2,New Customer
13503,70,1,216.85,3,1,1,Potential Loyalist
13504,63,1,295.93,3,1,2,Potential Loyalist
13505,72,4,4393.63,2,3,5,At Risk
13506,315,2,458.52,1,1,2,Lost
13507,2,4,2479.16,5,3,5,Loyal Customer
13508,243,1,110.97,1,1,1,Lost
13509,8,7,979.72,5,4,4,Champion
13510,0,4,1791.56,5,3,4,Loyal Customer
13512,260,1,251.21,1,1,2,Lost
13513,126,1,205.1,2,1,1,Lost
13514,73,1,152.20000000000002,2,1,1,Lost
13515,72,4,891.12,2,3,3,At Risk
13516,20,3,1389.41,4,2,4,New Customer
13517,59,3,2128.42,3,2,5,Potential Loyalist
13518,85,1,627.16,2,1,3,Lost
13519,77,1,122.75,2,1,1,Lost
13520,58,6,3624.35,3,3,5,Loyal Customer
13521,0,3,1071.73,5,2,4,New Customer
13522,29,1,125.80000000000001,4,1,1,New Customer
13523,32,5,3964.88,4,3,5,Loyal Customer
13524,40,5,680.1800000000001,3,3,3,Loyal Customer
13525,14,2,628.78,4,1,3,New Customer
13527,33,7,2242.36,3,4,5,Loyal Customer
13529,78,2,307.76,2,1,2,Lost
13531,204,2,483.8,1,1,2,Lost
13532,33,1,210.31,3,1,1,Potential Loyalist
13533,182,3,269.09,1,2,2,Lost
13534,1,25,5870.08,5,4,5,Champion
13536,0,7,3444.39,5,4,5,Champion
13538,42,7,1280.85,3,4,4,Loyal Customer
13539,85,3,631.34,2,2,3,Lost
13544,39,2,276.06,3,1,2,Potential Loyalist
13546,11,3,621.09,5,2,3,New Customer
13548,95,2,678.16,2,1,3,Lost
13549,25,7,918.2,4,4,3,Loyal Customer
13551,318,1,91.80000000000001,1,1,1,Lost
13552,65,12,3740.07,3,4,5,Loyal Customer
13555,73,4,4098.88,2,3,5,At Risk
13557,27,2,584.06,4,1,3,New Customer
13558,5,4,594.52,5,3,3,Loyal Customer
13560,6,1,171.42000000000002,5,1,1,New Customer
13561,215,1,141.85999999999999,1,1,1,Lost
13562,81,3,1799.33,2,2,4,Lost
13563,83,2,777.53,2,1,3,Lost
13564,143,3,1724.67,2,2,4,Lost
13565,18,2,240.22,4,1,1,New Customer
13566,40,2,856.84,3,1,3,Potential Loyalist
13568,172,1,187.05,2,1,1,Lost
13569,16,2,338.62,4,1,2,New Customer
13570,242,1,239.49,1,1,1,Lost
13571,12,12,2088.94,5,4,5,Champion
13572,205,1,1384.25,1,1,4,Lost
13573,49,2,290.25,3,1,2,Potential Loyalist
13575,22,5,732.0699999999999,4,3,3,Loyal Customer
13576,9,18,6717.34,5,4,5,Champion
13577,24,4,1687.6000000000001,4,3,4,Loyal Customer
13579,14,2,467.04,4,1,2,New Customer
13581,308,1,118.0,1,1,1,Lost
13583,155,1,781.03,2,1,3,Lost
13584,306,1,142.4,1,1,1,Lost
13587,63,1,712.4,3,1,3,Potential Loyalist
13588,15,9,2478.95,4,4,5,Champion
13589,14,2,379.65,4,1,2,New Customer
13590,10,6,1981.92,5,3,4,Loyal Customer
13591,64,3,1117.13,3,2,4,Potential Loyalist
13592,35,4,247.95999999999998,3,3,1,Loyal Customer
13593,107,5,2011.88,2,3,4,At Risk
13594,52,1,396.97,3,1,2,Potential Loyalist
13596,5,2,664.11,5,1,3,New Customer
13598,46,1,160.04,3,1,1,Potential Loyalist
13599,0,21,5149.92,5,4,5,Champion
13600,311,1,219.52,1,1,1,Lost
13601,44,2,693.32,3,1,3,Potential Loyalist
13602,64,1,428.89,3,1,2,Potential Loyalist
13603,25,1,164.34,4,1,1,New Customer
13606,28,3,276.75,4,2,2,New Customer
13607,39,1,675.51,3,1,3,Potential Loyalist
13610,11,7,1082.33,5,4,4,Champion
13611,88,3,1154.4,2,2,4,Lost
13614,23,4,1585.46,4,3,4,Loyal Customer
13615,318,1,417.69,1,1,2,Lost
13617,39,3,544.18,3,2,3,Potential Loyalist
13618,173,1,177.34,2,1,1,Lost
13621,116,1,213.85,2,1,1,Lost
13623,30,5,727.74,4,3,3,Loyal Customer
13626,252,1,257.23,1,1,2,Lost
13627,58,5,1638.47,3,3,4,Loyal Customer
13629,22,11,7792.36,4,4,5,Champion
13630,4,7,2031.78,5,4,4,Champion
13631,99,11,3070.42,2,4,5,At Risk
13632,24,5,2118.93,4,3,5,Loyal Customer
13634,32,5,1547.3600000000001,4,3,4,Loyal Customer
13635,67,1,1071.03,3,1,4,Potential Loyalist
13636,36,5,949.12,3,3,4,Loyal Customer
13637,51,3,804.3,3,2,3,Potential Loyalist
13638,15,1,122.64,4,1,1,New Customer
13639,73,1,1033.34,2,1,4,Lost
13642,215,1,312.28,1,1,2,Lost
13643,30,3,519.44,4,2,3,New Customer
13644,15,4,2624.26,4,3,5,Loyal Customer
13645,119,1,252.1,2,1,2,Lost
13647,9,4,1648.1200000000001,5,3,4,Loyal Customer
13649,256,2,346.6,1,1,2,Lost
13650,16,6,1836.34,4,3,4,Loyal Customer
13651,34,2,94.2,3,1,1,Potential Loyalist
13652,45,3,1095.08,3,2,4,Potential Loyalist
13654,42,6,2707.33,3,3,5,Loyal Customer
13655,113,2,932.97,2,1,3,Lost
13656,164,2,379.65,2,1,2,Lost
13657,10,2,382.14,5,1,2,New Customer
13658,9,5,2639.17,5,3,5,Loyal Customer
13659,205,2,1563.0,1,1,4,Lost
13662,85,3,881.26,2,2,3,Lost
13663,178,1,189.47,2,1,1,Lost
13666,59,3,84.65,3,2,1,Potential Loyalist
13667,148,1,299.05,2,1,2,Lost
13668,2,21,6309.83,5,4,5,Champion
13669,50,2,218.55,3,1,1,Potential Loyalist
13670,74,1,349.7,2,1,2,Lost
13672,300,2,186.39000000000001,1,1,1,Lost
13673,18,2,387.44,4,1,2,New Customer
13675,150,2,486.82000000000005,2,1,2,Lost
13678,151,1,232.6,2,1,1,Lost
13680,0,4,3719.12,5,3,5,Loyal Customer
13681,17,4,827.83,4,3,3,Loyal Customer
13682,186,1,59.5,1,1,1,Lost
13684,285,1,65.13,1,1,1,Lost
13685,2,7,3119.44,5,4,5,Champion
13686,182,1,72.0,1,1,1,Lost
13689,62,1,910.0,3,1,3,Potential Loyalist
13690,58,1,172.25,3,1,1,Potential Loyalist
13692,24,3,1488.32,4,2,4,New Customer
13694,3,50,65039.62,5,4,5,Champion
13695,30,15,2504.13,4,4,5,Champion
13697,38,1,151.29999999999998,3,1,1,Potential Loyalist
13699,154,1,308.58000000000004,2,1,2,Lost
13700,25,10,2248.63,4,4,5,Champion
13703,317,1,99.5,1,1,1,Lost
13704,4,9,2308.06,5,4,5,Champion
13705,7,3,711.86,5,2,3,New Customer
13706,302,1,330.79,1,1,2,Lost
13707,266,2,806.41,1,1,3,Lost
13708,270,1,285.33,1,1,2,Lost
13709,3,13,6307.650000000001,5,4,5,Champion
13710,31,1,180.48,4,1,1,New Customer
13711,218,2,252.06,1,1,2,Lost
13712,246,1,228.84,1,1,1,Lost
13715,280,5,1077.39,1,3,4,At Risk
13716,268,1,138.28,1,1,1,Lost
13717,31,6,1445.01,4,3,4,Loyal Customer
13718,245,2,306.55,1,1,2,Lost
13719,14,5,1041.68,4,3,4,Loyal Customer
13720,116,4,799.9,2,3,3,At Risk
13721,35,1,524.14,3,1,3,Potential Loyalist
13722,131,3,2375.41,2,2,5,Lost
13723,216,1,199.85000000000002,1,1,1,Lost
13725,49,8,1980.56,3,4,4,Loyal Customer
13726,38,2,1079.6599999999999,3,1,4,Potential Loyalist
13727,28,2,333.48,4,1,2,New Customer
13728,36,6,1016.14,3,3,4,Loyal Customer
13730,135,2,752.6,2,1,3,Lost
13731,218,2,610.59,1,1,3,Lost
13732,27,1,491.86,4,1,3,New Customer
13735,24,4,2883.54,4,3,5,Loyal Customer
13736,4,2,729.8,5,1,3,New Customer
13737,199,1,339.59999999999997,1,1,2,Lost
13739,17,1,216.9,4,1,1,New Customer
13740,240,1,350.75,1,1,2,Lost
13741,71,3,668.4300000000001,3,2,3,Potential Loyalist
13742,16,12,3107.87,4,4,5,Champion
13743,2,7,1341.6,5,4,4,Champion
13744,94,2,1080.52,2,1,4,Lost
13745,161,1,300.04,2,1,2,Lost
13747,373,1,79.6,1,1,1,Lost
13748,95,5,948.25,2,3,4,At Risk
13750,53,5,1647.26,3,3,4,Loyal Customer
13751,287,1,296.25,1,1,2,Lost
13752,123,6,1175.38,2,3,4,At Risk
13753,287,1,741.26,1,1,3,Lost
13754,151,2,282.59999999999997,2,1,2,Lost
13755,3,9,2108.06,5,4,5,Champion
13756,1,14,5189.52,5,4,5,Champion
13758,11,7,3190.55,5,4,5,Champion
13759,32,2,659.4100000000001,4,1,3,New Customer
13760,53,2,286.79,3,1,2,Potential Loyalist
13761,49,2,1070.65,3,1,4,Potential Loyalist
13762,218,1,306.72,1,1,2,Lost
13763,62,1,1714.96,3,1,4,Potential Loyalist
13764,70,3,1519.42,3,2,4,Potential Loyalist
13767,1,37,17220.36,5,4,5,Champion
13769,1,10,2796.51,5,4,5,Champion
13771,63,4,2634.45,3,3,5,Loyal Customer
13772,33,3,1122.63,3,2,4,Potential Loyalist
13774,81,1,345.0,2,1,2,Lost
13777,0,33,25977.16,5,4,5,Champion
13778,102,1,178.7,2,1,1,Lost
13780,6,2,360.01,5,1,2,New Customer
13781,250,1,127.84,1,1,1,Lost
13782,12,6,908.86,5,3,3,Loyal Customer
13784,9,11,2462.79,5,4,5,Champion
13786,366,1,230.39999999999998,1,1,1,Lost
13787,75,2,309.04,2,1,2,Lost
13790,3,1,348.8,5,1,2,New Customer
13791,127,2,1516.0,2,1,4,Lost
13792,65,2,195.55,3,1,1,Potential Loyalist
13798,0,57,37153.85,5,4,5,Champion
13799,116,2,688.86,2,1,3,Lost
13800,309,1,558.32,1,1,3,Lost
13801,66,1,324.8,3,1,2,Potential Loyalist
13802,138,3,4599.42,2,2,5,Lost
13803,254,1,277.07,1,1,2,Lost
13804,30,7,2588.39,4,4,5,Champion
13805,51,2,924.6,3,1,3,Potential Loyalist
13806,63,1,256.38,3,1,2,Potential Loyalist
13807,366,1,112.6,1,1,1,Lost
13808,5,5,1747.66,5,3,4,Loyal Customer
13809,304,1,155.05,1,1,1,Lost
13810,28,3,1499.01,4,2,4,New Customer
13811,183,3,814.5,1,2,3,Lost
13812,41,3,539.0,3,2,3,Potential Loyalist
13813,39,4,1366.8600000000001,3,3,4,Loyal Customer
13814,91,2,1579.12,2,1,4,Lost
13815,21,4,4027.36,4,3,5,Loyal Customer
13816,23,2,571.6700000000001,4,1,3,New Customer
13817,28,2,382.98,4,1,2,New Customer
13819,301,3,1140.35,1,2,4,Lost
13821,144,2,385.64,2,1,2,Lost
13822,5,2,632.0,5,1,3,New Customer
13823,18,2,957.66,4,1,4,New Customer
13824,32,5,1698.94,4,3,4,Loyal Customer
13826,175,1,189.5,2,1,1,Lost
13827,57,3,409.8,3,2,2,Potential Loyalist
13828,21,1,209.49,4,1,1,New Customer
13831,15,6,2198.45,4,3,5,Loyal Customer
13832,18,1,52.199999999999996,4,1,1,New Customer
13833,158,1,383.85,2,1,2,Lost
13835,24,4,834.57,4,3,3,Loyal Customer
13837,211,2,266.59000000000003,1,1,2,Lost
13838,5,4,674.82,5,3,3,Loyal Customer
13841,252,1,85.0,1,1,1,Lost
13842,58,9,3385.62,3,4,5,Loyal Customer
13844,10,1,361.62,5,1,2,New Customer
13845,64,1,312.98,3,1,2,Potential Loyalist
13846,24,3,865.0600000000001,4,2,3,New Customer
13848,91,3,1255.0,2,2,4,Lost
13849,51,2,1537.95,3,1,4,Potential Loyalist
13850,128,1,1595.48,2,1,4,Lost
13851,95,3,2651.46,2,2,5,Lost
13853,56,1,1090.14,3,1,4,Potential Loyalist
13854,8,25,8109.5199999999995,5,4,5,Champion
13856,168,3,388.5,2,2,2,Lost
13858,56,1,216.17,3,1,1,Potential Loyalist
13859,325,1,201.16,1,1,1,Lost
13860,0,5,1245.9,5,3,4,Loyal Customer
13862,17,8,2209.36,4,4,5,Champion
13863,247,1,305.78,1,1,2,Lost
13865,57,4,501.56,3,3,3,Loyal Customer
13866,73,1,145.67000000000002,2,1,1,Lost
13867,30,3,1005.09,4,2,4,New Customer
13868,6,2,3192.54,5,1,5,New Customer
13869,122,4,3083.65,2,3,5,At Risk
13870,1,8,2770.94,5,4,5,Champion
13871,22,13,6403.25,4,4,5,Champion
13873,119,3,389.6,2,2,2,Lost
13874,357,1,540.45,1,1,3,Lost
13875,53,5,1786.79,3,3,4,Loyal Customer
13876,63,1,122.7,3,1,1,Potential Loyalist
13877,85,1,117.24,2,1,1,Lost
13878,54,1,1271.57,3,1,4,Potential Loyalist
13880,20,13,3219.77,4,4,5,Champion
13881,3,20,17159.52,5,4,5,Champion
13882,2,5,1191.13,5,3,4,Loyal Customer
13883,10,5,2674.48,5,3,5,Loyal Customer
13884,6,5,787.6,5,3,3,Loyal Customer
13885,188,2,506.8,1,1,3,Lost
13886,70,1,243.56,3,1,1,Potential Loyalist
13887,203,1,349.55,1,1,2,Lost
13888,119,2,595.67,2,1,3,Lost
13889,92,1,416.90000000000003,2,1,2,Lost
13890,0,10,1883.8100000000002,5,4,4,Champion
13892,26,4,632.97,4,3,3,Loyal Customer
13893,297,1,821.1,1,1,3,Lost
13894,23,3,564.62,4,2,3,New Customer
13895,27,4,2593.07,4,3,5,Loyal Customer
13897,49,1,311.16,3,1,2,Potential Loyalist
13898,325,1,155.93,1,1,1,Lost
13899,15,2,388.52,4,1,2,New Customer
13900,182,3,740.95,1,2,3,Lost
13901,71,5,2867.2,3,3,5,Loyal Customer
13904,36,2,332.64,3,1,2,Potential Loyalist
13908,79,4,2369.55,2,3,5,At Risk
13911,56,9,2580.91,3,4,5,Loyal Customer
13914,11,2,626.45,5,1,3,New Customer
13917,49,2,272.04,3,1,2,Potential Loyalist
13918,49,2,1212.8400000000001,3,1,4,Potential Loyalist
13919,58,2,384.81,3,1,2,Potential Loyalist
13922,351,1,172.25,1,1,1,Lost
13923,53,1,351.13,3,1,2,Potential Loyalist
13924,1,6,1838.8500000000001,5,3,4,Loyal Customer
13925,92,4,678.25,2,3,3,At Risk
13926,22,1,223.85000000000002,4,1,1,New Customer
13927,74,1,348.99,2,1,2,Lost
13928,10,4,464.57,5,3,2,Loyal Customer
13929,168,2,842.65,2,1,3,Lost
13930,57,2,337.34,3,1,2,Potential Loyalist
13931,95,2,1237.53,2,1,4,Lost
13932,294,1,307.4,1,1,2,Lost
13933,108,2,608.7900000000001,2,1,3,Lost
13934,263,1,922.1,1,1,3,Lost
13936,179,1,376.58,1,1,2,Lost
13937,168,1,158.85,2,1,1,Lost
13938,34,1,71.66,3,1,1,Potential Loyalist
13939,22,3,568.55,4,2,3,New Customer
13940,16,4,839.14,4,3,3,Loyal Customer
13941,21,5,5112.96,4,3,5,Loyal Customer
13946,78,3,561.5699999999999,2,2,3,Lost
13947,64,1,90.6,3,1,1,Potential Loyalist
13948,360,1,102.0,1,1,1,Lost
13949,2,6,2427.32,5,3,5,Loyal Customer
13950,10,4,745.06,5,3,3,Loyal Customer
13951,175,3,674.45,2,2,3,Lost
13952,217,2,3251.071,1,1,5,Lost
13953,6,7,3515.68,5,4,5,Champion
13954,1,2,439.92,5,1,2,New Customer
